OrderID,PrevClinName1,PrevClinName2,ClinCityCode,ClinStateCode,TotNumberCycles,TotUsingFrozenEggs,MedicalDirector,IVF_Rate,Unstimulated_Rate,Gest_Rate,ICSI_Rate,PGD_Rate,Diag_TubalRate,Diag_OvulatoryRate,Diag_DORRate,Diag_EndometriosisRate,Diag_UterineRate,Diag_MaleRate,Diag_OtherRate,Diag_UnknownRate,Diag_ComboNoMaleRate,Diag_ComboMaleRate,FshNDCycle1,FshNDCycle2,FshNDCycle3,FshNDCycle4,FshNDCycle5,FshNDCansRate1,FshNDCansRate2,FshNDCansRate3,FshNDCansRate4,FshNDCansRate5,FshNDTransfers1,FshNDTransfers2,FshNDTransfers3,FshNDTransfers4,FshNDTransfers5,FshNDEmbryosRate1,FshNDEmbryosRate2,FshNDEmbryosRate3,FshNDEmbryosRate4,FshNDEmbryosRate5,FshNDeSETRate1,FshNDeSETRate2,FshNDeSETRate3,FshNDeSETRate4,FshNDeSETRate5,FshNDPregRate1,FshNDPregRate2,FshNDPregRate3,FshNDPregRate4,FshNDPregRate5,FshNDLvBirthsRate1,FshNDLvBirthsRate2,FshNDLvBirthsRate3,FshNDLvBirthsRate4,FshNDLvBirthsRate5,FshNDSnglLBRate1,FshNDSnglLBRate2,FshNDSnglLBRate3,FshNDSnglLBRate4,FshNDSnglLBRate5,FshNDTwinLBRate1,FshNDTwinLBRate2,FshNDTwinLBRate3,FshNDTwinLBRate4,FshNDTwinLBRate5,FshNDHealthSnglLBRate1,FshNDHealthSnglLBRate2,FshNDHealthSnglLBRate3,FshNDHealthSnglLBRate4,FshNDHealthSnglLBRate5,FshNDImplant1,FshNDImplant2,FshNDImplant3,FshNDImplant4,FshNDImplant5,FshNDTransPregRate1,FshNDTransPregRate2,FshNDTransPregRate3,FshNDTransPregRate4,FshNDTransPregRate5,FshNDLvBirths_TransRate1,FshNDLvBirths_TransRate2,FshNDLvBirths_TransRate3,FshNDLvBirths_TransRate4,FshNDLvBirths_TransRate5,FshNDSnglLB_TransRate1,FshNDSnglLB_TransRate2,FshNDSnglLB_TransRate3,FshNDSnglLB_TransRate4,FshNDSnglLB_TransRate5,FshNDTwinLB_TransRate1,FshNDTwinLB_TransRate2,FshNDTwinLB_TransRate3,FshNDTwinLB_TransRate4,FshNDTwinLB_TransRate5,FshNDHealthSnglLB_TransRate1,FshNDHealthSnglLB_TransRate2,FshNDHealthSnglLB_TransRate3,FshNDHealthSnglLB_TransRate4,FshNDHealthSnglLB_TransRate5,ThwNDTotCycles1,ThwNDTotCycles2,ThwNDTotCycles3,ThwNDTotCycles4,ThwNDTotCycles5,ThwNDTransfers1,ThwNDTransfers2,ThwNDTransfers3,ThwNDTransfers4,ThwNDTransfers5,ThwNDEstTransPerRetrievRate1,ThwNDEstTransPerRetrievRate2,ThwNDEstTransPerRetrievRate3,ThwNDEstTransPerRetrievRate4,ThwNDEstTransPerRetrievRate5,ThwNDEmbryosRate1,ThwNDEmbryosRate2,ThwNDEmbryosRate3,ThwNDEmbryosRate4,ThwNDEmbryosRate5,ThwNDImplant1,ThwNDImplant2,ThwNDImplant3,ThwNDImplant4,ThwNDImplant5,ThwNDTransPregRate1,ThwNDTransPregRate2,ThwNDTransPregRate3,ThwNDTransPregRate4,ThwNDTransPregRate5,ThwNDLvBirths_TransRate1,ThwNDLvBirths_TransRate2,ThwNDLvBirths_TransRate3,ThwNDLvBirths_TransRate4,ThwNDLvBirths_TransRate5,ThwNDSnglLB_TransRate1,ThwNDSnglLB_TransRate2,ThwNDSnglLB_TransRate3,ThwNDSnglLB_TransRate4,ThwNDSnglLB_TransRate5,ThwNDTwinLB_TransRate1,ThwNDTwinLB_TransRate2,ThwNDTwinLB_TransRate3,ThwNDTwinLB_TransRate4,ThwNDTwinLB_TransRate5,ThwNDHealthSnglLB_TransRate1,ThwNDHealthSnglLB_TransRate2,ThwNDHealthSnglLB_TransRate3,ThwNDHealthSnglLB_TransRate4,ThwNDHealthSnglLB_TransRate5,TotBankingCycles1,TotBankingCycles2,TotBankingCycles3,TotBankingCycles4,TotBankingCycles5,TotBankLTCycles1,TotBankLTCycles2,TotBankLTCycles3,TotBankLTCycles4,TotBankLTCycles5,FshDnrEggTotCycles,ThwDnrEggTotCycles,ThwDnrEmbTotCycles,DonatedEmbCycles,FshDnrEggTransfers,ThwDnrEggTransfers,ThwDnrEmbTransfers,DonatedEmbTransfers,FshDnrEggRate,ThwDnrEggRate,ThwDnrEmbRate,DonatedEmbRate,FshDnrEggImplant,ThwDnrEggImplant,ThwDnrEmbImplant,DonatedEmbImplant,FshDnrEggTransPregRate,ThwDnrEggTransPregRate,ThwDnrEmbTransPregRate,DonatedEmbTransPregRate,FshDnrEggLvBirths_TransRate,ThwDnrEggLvBirths_TransRate,ThwDnrEmbLvBirths_TransRate,DonatedEmbLvBirths_TransRate,FshDnrEggSnglLB_TransRate,ThwDnrEggSnglLB_TransRate,ThwDnrEmbSnglLB_TransRate,DonatedEmbSnglLB_TransRate,FshDnrEggTwinLvBirths_TransRate,ThwDnrEggTwinLvBirths_TransRate,ThwDnrEmbTwinLvBirths_TransRate,DonatedEmbTwinLvBirths_TransRate,FshDnrEggHealthSnglLB_TransRate,ThwDnrEggSngLB_TransRate,ThwDnrEmbSngLB_TransRate,DonatedEmbSngLB_TransRate,ReorgOrClosedMessage,CurrClinNameAll,DonorEgg,DonorEmbryo,EmbryoCryo,EggCryo,SingleWomen,Surrogates,SART_Member,Accreditation,TotExcludedResearchCycles,state_code
147,ADVANCED REPRODUCTIVE CENTER OF HAWAII,,HONOLULU,HAWAII,225,0,"Christopher T. Huang, MD",1,0%,2%,86%,6%,17%,0,0.13,0.09,0,0.82,10%,2%,<1%,30%,40,14,14,10,8,0,0 / 14,0 / 14,0 / 10,0 / 8,0,0,0,0,0,,,,,,,,,,,0,0 / 14,0 / 14,0 / 10,0 / 8,0,0 / 14,0 / 14,0 / 10,0 / 8,0,0 / 14,0 / 14,0 / 10,0 / 8,0,0 / 14,0 / 14,0 / 10,0 / 8,0,0 / 14,0 / 14,0 / 10,0 / 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,19,24,16,10,34,18,21,14,10,1.1,1.5,1.2,1.2,1.7,1.2,1.8,2,2.2,3.2,52.5,31,39.5,21.4,0,64.7,18-Aug,61.9,14-Jun,10-Jan,52.9,18-May,57.1,14-Apr,0 / 10,50,18-Mar,52.4,14-Apr,0 / 10,2.9,18-Feb,4.8,0 / 14,0 / 10,47.1,18-Mar,42.9,14-Feb,0 / 10,5,2,8,5,0,0,0,2,0,0,2,1,10,0,0,1,8,0,,2,1.4,,,0 / 2,10-May,,,0 / 1,8-Apr,,,0 / 1,8-Feb,,,0 / 1,0 / 8,,,0 / 1,8-Feb,,,0 / 1,0 / 8,,,Advanced Reproductive Center of Hawaii,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,HI
148,"ADVANCED REPRODUCTIVE MEDICINE & GYNECOLOGY OF HAWAII, INC.",,HONOLULU,HAWAII,470,0,"John L. Frattarelli, MD",1,<1%,0%,77%,15%,23%,0.1,0.19,0.08,0.02,0.69,3%,8%,3%,34%,49,29,14,7,4,4.1,0,14-Jan,0 / 7,4-Jan,13,4,4,3,3,1.5,1.8,2.3,1.3,2,11-Apr,0 / 3,0 / 4,0 / 1,0 / 2,14.3,6.9,14-Feb,7-Jan,0 / 4,12.2,6.9,14-Jan,7-Jan,0 / 4,10.2,3.4,14-Jan,7-Jan,0 / 4,2,3.4,0 / 14,0 / 7,0 / 4,8.2,0,14-Jan,7-Jan,0 / 4,45,7-Mar,9-Feb,4-Jan,0 / 6,13-Jul,4-Feb,4-Feb,3-Jan,0 / 3,13-Jun,4-Feb,4-Jan,3-Jan,0 / 3,13-May,4-Jan,4-Jan,3-Jan,0 / 3,13-Jan,4-Jan,0 / 4,0 / 3,0 / 3,13-Apr,0 / 4,4-Jan,3-Jan,0 / 3,88,46,34,9,6,88,46,34,9,6,1.2,1.2,1,0.8,0.8,1.5,1.5,1.6,1.3,1.5,52.8,47,50,10-Jun,7-Feb,61.4,60.9,70.6,9-Jul,6-Mar,46.6,43.5,61.8,9-Apr,6-Feb,33,32.6,50,9-Apr,6-Feb,12.5,10.9,11.8,0 / 9,0 / 6,26.1,30.4,41.2,9-Apr,6-Jan,58,25,30,11,8,58,25,30,11,8,13,13,24,2,0,13,24,2,,1.4,1.4,1.5,,18-Oct,63.3,3-Mar,,13-Aug,83.3,2-Feb,,13-Jul,62.5,2-Feb,,13-May,62.5,2-Jan,,13-Feb,0,2-Jan,,13-Apr,50,2-Jan,,"Advanced Reproductive Medicine & Gynecology of Hawaii, Inc.",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,HI
149,IVF HAWAII,,HONOLULU,HAWAII,183,1,"Benton H. Chun, MD",1,3%,<1%,94%,5%,15%,0.26,0.5,0.36,0.02,0.86,19%,0%,10%,77%,22,25,29,11,12,9.1,12,13.8,11-Jan,12-Jan,11,9,14,7,9,1.5,1.9,2.1,2.7,4,11-Jun,9-Jan,12-Jan,6-Jan,0 / 8,27.3,28,24.1,11-Feb,12-Apr,22.7,24,17.2,11-Jan,12-Mar,13.6,16,6.9,11-Jan,12-Mar,9.1,8,10.3,0 / 11,0 / 12,9.1,16,6.9,11-Jan,12-Mar,16-Aug,17-Sep,33.3,19-Feb,9.1,11-Jun,9-Jul,14-Jul,7-Feb,9-Apr,11-May,9-Jun,14-May,7-Jan,9-Mar,11-Mar,9-Apr,14-Feb,7-Jan,9-Mar,11-Feb,9-Feb,14-Mar,0 / 7,0 / 9,11-Feb,9-Apr,14-Feb,7-Jan,9-Mar,24,11,17,4,2,23,10,17,4,1,3.8,1.4,1.1,2,0.3,1.2,1.8,1.9,1.8,5,54.5,18-Sep,22.6,0 / 4,5-Jan,69.6,10-Jun,17-Aug,4-Feb,1-Jan,47.8,10-Jun,17-Jun,0 / 4,1-Jan,43.5,10-Mar,17-Jun,0 / 4,1-Jan,4.3,10-Mar,0 / 17,0 / 4,0 / 1,34.8,10-Jan,17-Apr,0 / 4,1-Jan,1,0,6,1,3,0,0,1,0,0,1,0,13,0,0,0,13,0,,,1.4,,,,18-Oct,,,,13-Oct,,,,13-Oct,,,,13-Oct,,,,0 / 13,,,,13-Jul,,,IVF Hawaii,Yes,No,Yes,Yes,Yes,Yes,No,Yes,0,HI
150,PACIFIC IN VITRO FERTILIZATION INSTITUTE,,HONOLULU,HAWAII,509,2,"Thomas S. Kosasa, MD",1,1%,2%,70%,8%,14%,0.05,0.43,0.36,0.01,0.51,5%,0%,7%,39%,42,37,25,27,21,7.1,5.4,12,7.4,9.5,19,18,12,15,13,2,2.5,2.6,2.5,2.6,16-Jan,0 / 17,0 / 10,0 / 13,0 / 11,11.9,13.5,8,7.4,4.8,11.9,10.8,4,3.7,4.8,9.5,8.1,4,3.7,4.8,2.4,2.7,0,0,0,7.1,5.4,4,3.7,4.8,18.4,12.2,3.6,2.8,2.9,19-May,18-May,12-Feb,15-Feb,13-Jan,19-May,18-Apr,12-Jan,15-Jan,13-Jan,19-Apr,18-Mar,12-Jan,15-Jan,13-Jan,19-Jan,18-Jan,0 / 12,0 / 15,0 / 13,19-Mar,18-Feb,12-Jan,15-Jan,13-Jan,40,35,24,15,11,38,33,20,13,10,2.1,1.8,1.8,1.2,2.5,1.9,2,2,2.2,2.5,53,34.3,25.6,7.7,19-May,68.4,48.5,40,13-Mar,10-May,52.6,36.4,35,13-Jan,10-Mar,28.9,24.2,25,13-Jan,10-Feb,21.1,12.1,10,0 / 13,10-Jan,23.7,21.2,20,13-Jan,10-Jan,2,3,4,4,0,1,1,1,4,0,87,3,126,1,79,3,115,1,1.8,1.7,1.7,1,55.7,3-Feb,32.5,0 / 1,68.4,3-Feb,47,0 / 1,64.6,0 / 3,41.7,0 / 1,44.3,0 / 3,33.9,0 / 1,19,0 / 3,7.8,0 / 1,32.9,0 / 3,26.1,0 / 1,,Pacific In Vitro Fertilization Institute,No,No,Yes,Yes,Yes,Yes,Yes,Yes,0,HI
151,TRIPLER ARMY MEDICAL CENTER IVF INSTITUTE,,TRIPLER AMC,HAWAII,128,0,"Nia R. Middleton, MD",1,0%,0%,77%,3%,36%,0.14,0.24,0.07,0,0.44,14%,13%,8%,27%,29,9,5,4,0,3.4,9-Feb,0 / 5,0 / 4,,25,5,5,4,0,2.1,2.2,2,2.3,,0,0 / 5,0 / 3,0 / 3,,55.2,9-Feb,5-Jan,4-Feb,,44.8,9-Feb,5-Jan,4-Jan,,34.5,9-Jan,5-Jan,0 / 4,,10.3,9-Jan,0 / 5,4-Jan,,31,9-Jan,5-Jan,0 / 4,,43.1,11-Mar,10-Jan,9-Mar,,64,5-Feb,5-Jan,4-Feb,,52,5-Feb,5-Jan,4-Jan,,40,5-Jan,5-Jan,0 / 4,,12,5-Jan,0 / 5,4-Jan,,36,5-Jan,5-Jan,0 / 4,,18,11,6,3,1,18,10,3,2,1,0.8,1,0.5,0.5,0.5,1.7,1.5,1.7,2.5,1,63.3,13-Aug,5-Mar,5-Apr,0 / 1,14 / 18,10-Jul,3-Feb,2-Feb,0 / 1,13 / 18,10-May,3-Feb,2-Jan,0 / 1,18-Sep,10-Apr,3-Feb,0 / 2,0 / 1,18-Apr,10-Jan,0 / 3,0 / 2,0 / 1,18-Jul,10-Mar,3-Jan,0 / 2,0 / 1,20,8,6,4,2,19,8,5,4,2,0,0,2,0,0,0,2,0,,,1.5,,,,1-Jan,,,,2-Feb,,,,2-Jan,,,,2-Jan,,,,0 / 2,,,,0 / 2,,,Tripler Army Medical Center IVF Institute,Yes,No,Yes,Yes,Yes,No,Yes,Yes,0,HI
152,IDAHO CENTER FOR REPRODUCTIVE MEDICINE,,BOISE,IDAHO,582,0,"Cristin C. Slater, MD",1,0%,24%,53%,28%,11%,0.1,0.24,0.06,0.05,0.25,20%,12%,5%,7%,79,23,17,5,5,8.9,13,17-Mar,5-Jan,5-Jan,47,8,6,1,1,1.7,1.8,2.3,2,3,23.8,0 / 6,6-Jan,0 / 1,0 / 1,36.7,21.7,17-Feb,0 / 5,0 / 5,31.6,17.4,17-Jan,0 / 5,0 / 5,17.7,8.7,17-Jan,0 / 5,0 / 5,13.9,8.7,0 / 17,0 / 5,0 / 5,17.7,4.3,17-Jan,0 / 5,0 / 5,51.3,14-Jul,11-Jan,0 / 2,0 / 3,61.7,8-May,6-Feb,0 / 1,0 / 1,53.2,8-Apr,6-Jan,0 / 1,0 / 1,29.8,8-Feb,6-Jan,0 / 1,0 / 1,23.4,8-Feb,0 / 6,0 / 1,0 / 1,29.8,8-Jan,6-Jan,0 / 1,0 / 1,95,41,28,8,9,89,37,27,7,5,1.4,0.8,0.7,0.7,0.2,1.5,1.6,1.4,1.4,1.6,48.5,53.6,56.4,10-Mar,6-Mar,64,64.9,63,7-Mar,5-Apr,56.2,45.9,55.6,7-Mar,5-Jan,46.1,32.4,37,7-Mar,5-Jan,10.1,10.8,18.5,0 / 7,0 / 5,40.4,27,33.3,7-Mar,5-Jan,41,35,35,10,24,1,1,2,0,0,22,1,93,11,16,1,92,11,1.6,2,1.5,1.8,57.7,0 / 2,51.1,50,16-Oct,0 / 1,62,11-Aug,16-Aug,0 / 1,55.4,11-May,16-Apr,0 / 1,42.4,11-Mar,16-Apr,0 / 1,13,11-Feb,16-Feb,0 / 1,37,11-Feb,,Idaho Center for Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,ID
153,RUSH-COPLEY CENTER FOR REPRODUCTIVE HEALTH,,AURORA,ILLINOIS,157,1,"Zvi Binor, MD",1,0%,<1%,90%,0%,10%,0.45,0.16,0.19,0.02,0.19,11%,3%,17%,6%,54,29,24,13,2,0,6.9,12.5,13-Jul,0 / 2,48,23,19,6,1,2,2,1.8,2.2,1,2.2,0 / 18,0 / 15,0 / 5,,42.6,13.8,8.3,0 / 13,0 / 2,33.3,3.4,0,0 / 13,0 / 2,27.8,0,0,0 / 13,0 / 2,5.6,3.4,0,0 / 13,0 / 2,25.9,0,0,0 / 13,0 / 2,31.8,9.3,0,0 / 13,0 / 1,47.9,17.4,19-Feb,0 / 6,0 / 1,37.5,4.3,0 / 19,0 / 6,0 / 1,31.3,0,0 / 19,0 / 6,0 / 1,6.3,4.3,0 / 19,0 / 6,0 / 1,29.2,0,0 / 19,0 / 6,0 / 1,14,8,5,2,0,14,8,5,1,0,1.6,4,1.3,0.5,,1.7,2.1,1.6,2,,0,15-Feb,0 / 8,0 / 2,,14-Jan,8-Feb,0 / 5,0 / 1,,0 / 14,8-Jan,0 / 5,0 / 1,,0 / 14,0 / 8,0 / 5,0 / 1,,0 / 14,8-Jan,0 / 5,0 / 1,,0 / 14,0 / 8,0 / 5,0 / 1,,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,,,1.8,,,,9-Jun,,,,5-May,,,,5-Feb,,,,5-Jan,,,,5-Jan,,,,5-Jan,,,Rush-Copley Center for Reproductive Health,Yes,No,Yes,No,Yes,Yes,No,Yes,0,IL
154,FERTILITY CENTERS OF ILLINOIS-RIVER NORTH IVF,,CHICAGO,ILLINOIS,3263,8,"Christopher Sipe, MD",1,<1%,3%,75%,12%,5%,0.19,0.29,0.05,0.03,0.24,28%,14%,12%,11%,634,342,310,158,117,9,16.1,19.7,34.8,34.2,479,229,188,79,41,1.4,1.6,1.9,2.4,2,60.5,37.4,8.8,0,0,43.7,31.6,29.7,12,3.4,37.5,23.4,21.9,5.1,1.7,33.6,17.5,19,4.4,1.7,3.9,5.8,2.9,0.6,0,29.5,16.1,14.8,3.8,0.9,47.7,36.7,28.7,10.2,3.8,57.8,47.2,48.9,24.1,9.8,49.7,34.9,36.2,10.1,4.9,44.5,26.2,31.4,8.9,4.9,5.2,8.7,4.8,1.3,0,39,24,24.5,7.6,2.4,436,284,166,82,41,411,256,158,73,37,1.5,1.3,0.8,0.8,0.6,1.3,1.3,1.4,1.4,1.5,47.7,43,27.1,41.7,22.6,55.2,50.4,41.1,50.7,29.7,45.5,40.6,25.3,41.1,24.3,40.9,36.7,24.1,37,21.6,4.6,3.5,1.3,4.1,2.7,35,32.4,20.9,35.6,18.9,113,122,134,68,44,43,53,45,11,8,48,44,110,2,32,34,97,2,1.4,3.1,1.4,1.5,63.6,18.4,37.5,0 / 3,65.6,47.1,50.5,0 / 2,59.4,41.2,36.1,0 / 2,40.6,29.4,30.9,0 / 2,15.6,11.8,5.2,0 / 2,25,20.6,26.8,0 / 2,This clinic has reorganized since 2016. Contact the NASS Help Desk for further information.,Fertility Centers of Illinois-River North IVF,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,IL
155,INSTITUTE FOR HUMAN REPRODUCTION (IHR),,CHICAGO,ILLINOIS,691,2,"David P. Cohen, MD",1,0%,3%,58%,31%,10%,0.2,0.38,0.04,0.07,0.3,7%,16%,9%,21%,27,19,15,21,28,0,19-Mar,15-Apr,47.6,46.4,22,13,7,8,10,1.3,1.6,2.4,1.8,2.2,71.4,12-Apr,0 / 7,6-Jan,0 / 8,29.6,19-Aug,15-Feb,4.8,7.1,29.6,19-Jun,15-Feb,0,3.6,29.6,19-Apr,15-Feb,0,3.6,0,19-Feb,0 / 15,0,0,25.9,19-Apr,15-Feb,0,3.6,28.6,19-Sep,17-Feb,14-Jan,13.6,36.4,13-Aug,7-Feb,8-Jan,10-Feb,36.4,13-Jun,7-Feb,0 / 8,10-Jan,36.4,13-Apr,7-Feb,0 / 8,10-Jan,0,13-Feb,0 / 7,0 / 8,0 / 10,31.8,13-Apr,7-Feb,0 / 8,10-Jan,112,39,53,20,13,98,33,40,17,8,1,0.6,0.6,0.3,0.2,1.2,1.2,1.2,1.2,1.4,54.9,36.8,43.5,19-Sep,10-Jan,58.2,45.5,52.5,17-Sep,8-Feb,44.9,33.3,37.5,17-Jun,0 / 8,39.8,30.3,32.5,17-Jun,0 / 8,4.1,3,5,0 / 17,0 / 8,35.7,24.2,30,17-Jun,0 / 8,87,45,61,50,49,1,4,9,0,0,10,0,37,3,5,0,34,3,1.6,,1.4,1,8-Jan,,43.9,0 / 3,5-Jan,,58.8,0 / 3,5-Jan,,41.2,0 / 3,5-Jan,,38.2,0 / 3,0 / 5,,2.9,0 / 3,5-Jan,,32.4,0 / 3,,Institute for Human Reproduction (IHR),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,IL
156,NORTHWESTERN FERTILITY AND REPRODUCTIVE MEDICINE,,CHICAGO,ILLINOIS,1261,4,"Mary Ellen Pavone, MD",1,<1%,2%,77%,8%,6%,0.09,0.3,0.02,0.02,0.24,15%,26%,4%,8%,236,146,112,70,30,5.5,7.5,19.6,10,10,198,122,81,58,23,1.5,1.7,2.3,2.9,2.7,49.2,33.3,4.2,0,17-Jan,41.5,33.6,23.2,14.3,10,39,27.4,19.6,11.4,6.7,35.2,24.7,16.1,8.6,6.7,3.8,2.1,3.6,2.9,0,31.8,24,15.2,8.6,3.3,36.6,26.2,16.5,6.4,3.6,49.5,40.2,32.1,17.2,13,46.5,32.8,27.2,13.8,8.7,41.9,29.5,22.2,10.3,8.7,4.5,2.5,4.9,3.4,0,37.9,28.7,21,10.3,4.3,155,89,58,14,13,142,83,50,13,11,1,0.9,0.7,0.5,0.6,1.3,1.4,1.3,1.2,1.5,55.7,42.1,45.2,16-Apr,15-Jul,66.2,54.2,58,13-Apr,11-Aug,58.5,49.4,42,13-Mar,11-Jun,51.4,43.4,38,13-Mar,11-Jun,7,6,4,0 / 13,0 / 11,45.1,37.3,34,13-Mar,11-Jun,103,60,58,22,18,62,29,30,5,4,39,0,34,0,29,0,33,0,1.2,,1.2,,58.8,,52.6,,69,,54.5,,51.7,,45.5,,51.7,,36.4,,0,,9.1,,44.8,,21.2,,,Northwestern Fertility and Reproductive Medicine,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,0,IL
157,UNIVERSITY OF CHICAGO MEDICINE CENTER FOR REPRODUCTIVE MEDICINE AND FERTILITY,,CHICAGO,ILLINOIS,155,0,"Helen Kim, MD",1,0%,2%,54%,2%,30%,0.09,0.14,0.07,0.05,0.18,26%,20%,14%,12%,25,18,23,12,4,8,18-Feb,17.4,12-Feb,4-Jan,10,10,12,6,3,1.4,1.8,1.8,2,3.7,9-May,9-Jan,10-Jan,0 / 5,0 / 3,16,18-Jun,21.7,12-Feb,0 / 4,16,18-Apr,17.4,12-Jan,0 / 4,16,18-Mar,17.4,12-Jan,0 / 4,0,18-Jan,0,0 / 12,0 / 4,12,18-Mar,13,12-Jan,0 / 4,14-Apr,17-Jun,27.3,10-Jan,0 / 11,10-Apr,10-Jun,12-May,6-Feb,0 / 3,10-Apr,10-Apr,12-Apr,6-Jan,0 / 3,10-Apr,10-Mar,12-Apr,6-Jan,0 / 3,0 / 10,10-Jan,0 / 12,0 / 6,0 / 3,10-Mar,10-Mar,12-Mar,6-Jan,0 / 3,24,13,9,3,3,23,12,8,3,3,1.4,1.7,0.6,0.6,,1.4,1.6,1.6,1.7,2,53.3,19-Oct,13-Jul,5-Apr,4-Feb,65.2,12-Jul,8-Jul,3-Mar,3-Feb,26.1,12-Jun,8-Jun,3-Mar,3-Jan,17.4,12-May,8-Jun,3-Feb,0 / 3,8.7,12-Jan,0 / 8,3-Jan,3-Jan,13,12-Apr,8-Jun,3-Feb,0 / 3,6,3,9,0,0,4,2,1,0,0,0,0,2,1,0,0,2,1,,,1,2,,,2-Jan,2-Feb,,,2-Jan,1-Jan,,,2-Jan,1-Jan,,,2-Jan,0 / 1,,,0 / 2,1-Jan,,,2-Jan,0 / 1,,University of Chicago Medicine Center for Reproductive Medicine and Fertility,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,0,IL
158,UNIVERSITY OF ILLINOIS AT CHICAGO IVF PROGRAM,,CHICAGO,ILLINOIS,223,0,"Humberto Scoccia, MD",1,0%,0%,63%,<1%,26%,0.13,0.3,0.09,0.14,0.33,13%,17%,22%,20%,60,25,42,19,20,10,8,11.9,19-Aug,45,40,19,33,7,6,1.7,2,2.5,2.3,3,26.3,16-Feb,0,0 / 4,0 / 5,35,32,23.8,19-Jan,5,28.3,28,19,19-Jan,5,25,28,16.7,19-Jan,5,3.3,0,2.4,0 / 19,0,18.3,20,16.7,19-Jan,5,34.9,23.7,13.6,16-Jan,15-Jan,52.5,19-Aug,30.3,7-Jan,6-Jan,42.5,19-Jul,24.2,7-Jan,6-Jan,37.5,19-Jul,21.2,7-Jan,6-Jan,5,0 / 19,3,0 / 7,0 / 6,27.5,19-May,21.2,7-Jan,6-Jan,26,7,9,1,2,25,7,9,1,2,2.1,1,1.5,,,1.4,1.4,2.1,1,3.5,38.9,10-May,19-May,,0 / 7,44,7-Apr,9-Apr,1-Jan,0 / 2,40,7-Apr,9-Apr,0 / 1,0 / 2,36,7-Mar,9-Apr,0 / 1,0 / 2,0,7-Jan,0 / 9,0 / 1,0 / 2,28,7-Feb,9-Apr,0 / 1,0 / 2,1,0,1,0,0,1,0,1,0,0,5,0,5,0,5,0,4,0,1.4,,1.3,,7-Apr,,5-Mar,,5-Mar,,4-Mar,,5-Mar,,4-Mar,,5-Feb,,4-Mar,,5-Jan,,0 / 4,,5-Feb,,4-Jan,,,University of Illinois at Chicago IVF Program,Yes,No,Yes,Yes,Yes,No,Yes,Yes,0,IL
159,WOMEN'S HEALTH CONSULTANTS,,CHICAGO,ILLINOIS,300,7,"Mary W. Molo, MD",>99%,0%,<1%,93%,4%,33%,0.48,0.39,0.15,0.44,0.54,40%,<1%,35%,52%,28,25,27,18,16,3.6,4,7.4,18-Jan,16-Apr,18,23,22,10,9,1.6,1.9,1.8,1.9,2.1,15-May,13.6,17-Jan,0 / 7,7-Jan,25,52,33.3,18-Jan,16-Jan,21.4,40,18.5,18-Jan,16-Jan,21.4,36,14.8,18-Jan,16-Jan,0,4,3.7,0 / 18,0 / 16,21.4,28,14.8,18-Jan,16-Jan,24.1,31.8,25,19-Jan,19-Jan,18-Jul,56.5,40.9,10-Jan,9-Jan,18-Jun,43.5,22.7,10-Jan,9-Jan,18-Jun,39.1,18.2,10-Jan,9-Jan,0 / 18,4.3,4.5,0 / 10,0 / 9,18-Jun,30.4,18.2,10-Jan,9-Jan,50,26,21,3,5,46,25,18,3,5,1.6,1.1,2.3,0.3,0.5,1.9,1.7,1.7,1.7,2.6,24.7,20.9,30,0 / 5,13-Jan,41.3,32,18-Sep,0 / 3,5-Jan,23.9,20,18-Jun,0 / 3,5-Jan,21.7,20,18-May,0 / 3,5-Jan,2.2,0,18-Jan,0 / 3,0 / 5,13,16,18-Mar,0 / 3,5-Jan,22,17,5,9,6,5,1,2,5,5,7,0,8,0,7,0,6,0,2.1,,1.8,,15-Apr,,11-Feb,,7-Apr,,6-Feb,,7-Apr,,6-Feb,,7-Apr,,6-Feb,,0 / 7,,0 / 6,,7-Mar,,6-Feb,,,Women's Health Consultants,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,0,IL
